,gene.id,symbol
4846,10004037002.Aar2,Aar2
4847,10004033563.Adamts19,Adamts19
4848,10002910111.Clca3a2,Clca3a2
4849,10002897242.Espnl,Espnl
4850,10003845738.Gm31356,Gm31356
4851,10003835848.Gm15518,Gm15518
4852,10002918296.Gm12800,Gm12800
4853,10002921910.Trpc5os,Trpc5os
4854,1374117.Stx16,Stx16
4855,10002917277.Gm5291,Gm5291
4856,10002944817.Vax1,Vax1
4857,10002899712.Slc30a5,Slc30a5
4858,10004034288.Chst4,Chst4
4859,10002898944.Spag6,Spag6
4860,10004035092.Gm26759,Gm26759
4861,10004038360.Igf2os,Igf2os
4862,10003844305.Lrtm1,Lrtm1
4863,10004037816.Ryr3,Ryr3
4864,10004038442.Zfp654,Zfp654
4865,10003843565.Gm26673,Gm26673
4866,10002935407.Rpl23a-ps6,Rpl23a-ps6
4867,10003844918.Pus1,Pus1
4868,511489.Vpreb1,Vpreb1
4869,10004035108.Gm12407,Gm12407
4870,513106.Gad2,Gad2
4871,10003841870.Gm8384,Gm8384
4872,514657.4933424G06Rik,4933424G06Rik
4873,10002926003.Gm46210,Gm46210
4874,513363.Pabpc1,Pabpc1
4875,10002911964.Gm7962,Gm7962
4876,10004033734.D130079A08Rik,D130079A08Rik
4877,10002906785.Rsl1d1,Rsl1d1
4878,508327.Insig2,Insig2
4879,10003842557.Lmntd1,Lmntd1
4880,10004033624.Gm48131,Gm48131
4881,515190.Sestd1,Sestd1
4882,10002906638.Tlr9,Tlr9
4883,508823.Gsta2,Gsta2
4884,10002942970.Gm6433,Gm6433
4885,498211.Nos2,Nos2
4886,10004034609.Pcdhgc4,Pcdhgc4
4887,514177.Dusp8,Dusp8
4888,10003839052.Gm12018,Gm12018
4889,502004.4930544M13Rik,4930544M13Rik
4890,10003841764.Zfp133-ps,Zfp133-ps
4891,10002918621.Cdc42bpb,Cdc42bpb
4892,10002929668.Gm14271,Gm14271
4893,505711.Rif1,Rif1
4894,10002939422.Gm43680,Gm43680
4895,517579.Slc35a1,Slc35a1
4896,505065.Sucla2,Sucla2
4897,507030.Btn1a1,Btn1a1
4898,10002901492.Galnt18,Galnt18
4899,10002922523.2810025M15Rik,2810025M15Rik
4900,10002949793.Gm17409,Gm17409
4901,10002922032.Gm13214,Gm13214
4902,10003842947.Tmem163,Tmem163
4903,10003838189.Hao2,Hao2
4904,519094.Tle6,Tle6
4905,10003842579.Lrrtm4,Lrrtm4
4906,10002902951.Dagla,Dagla
4907,10002907759.Rps24-ps2,Rps24-ps2
4908,502551.Gm21917,Gm21917
4909,10003844448.Nup153,Nup153
4910,513019.Dgke,Dgke
4911,10002947322.Enkur,Enkur
4912,10003117974.Gm49460,Gm49460
4913,10002935454.Tshz3,Tshz3
4914,499722.Cope,Cope
4915,1488838.Scd1,Scd1
4916,10003843635.Gm14488,Gm14488
4917,10002943502.Il2rg,Il2rg
4918,519838.Blk,Blk
4919,506546.Cxxc5,Cxxc5
4920,10003113952.Ano3,Ano3
4921,10002936590.Pdcl3,Pdcl3
4922,10002913303.Cdadc1,Cdadc1
4923,10004033159.Dgkg,Dgkg
4924,10003844306.Gm48013,Gm48013
4925,10002903643.Ankar,Ankar
4926,505605.Fez1,Fez1
4927,10002901389.Zswim1,Zswim1
4928,10003838412.Gm35619,Gm35619
4929,10002917970.Samd4b,Samd4b
4930,10002906412.Hbq1a,Hbq1a
4931,1015208.Gm49529,Gm49529
4932,10004036609.Ermn,Ermn
4933,10004033838.Ginm1,Ginm1
4934,504695.Igfbpl1,Igfbpl1
4935,503008.Slc8a1,Slc8a1
4936,10002908890.Terb1,Terb1
4937,504060.Smim24,Smim24
4938,10002906183.Cdk8,Cdk8
4939,512350.Krt82,Krt82
4940,517448.Cyp3a41b,Cyp3a41b
4941,10004034264.Ppp4r2,Ppp4r2
4942,10002914793.Capn7,Capn7
4943,517633.Gzmc,Gzmc
4944,10003841273.Gm35822,Gm35822
4945,500839.Srgap1,Srgap1
4946,1367694.Baz2b,Baz2b
4947,10003841645.Gm32175,Gm32175
4948,510444.Igsf3,Igsf3
4949,10003839760.Gm4791,Gm4791
4950,510048.Tat,Tat
4951,510114.Tent5c,Tent5c
4952,10002914598.Fgfr2,Fgfr2
4953,10004036558.Olfr284,Olfr284
4954,10002906935.Hectd4,Hectd4
4955,1479159.Plekhg4,Plekhg4
4956,10002909652.Slc23a3,Slc23a3
4957,10002911018.Vmn2r105,Vmn2r105
4958,10003835957.Gm4930,Gm4930
4959,10004034256.Tepsin,Tepsin
4960,10002918501.Gm26839,Gm26839
4961,10003845428.Arfgap2,Arfgap2
4962,10002945156.Kcna4,Kcna4
4963,509852.Eldr,Eldr
4964,10003839221.Pkia,Pkia
4965,10003838336.Abca12,Abca12
4966,10004034811.6030468B19Rik,6030468B19Rik
4967,512071.Otud1,Otud1
4968,10004034986.Olfr488,Olfr488
4969,10002901765.Dkk1,Dkk1
4970,10002915270.Siglecf,Siglecf
4971,10002940773.A330040F15Rik,A330040F15Rik
4972,10004034022.Gm15442,Gm15442
4973,515947.Sgip1,Sgip1
4974,10003117179.Krt77,Krt77
4975,10003845134.Ezh2,Ezh2
4976,10002913437.Ercc6,Ercc6
4977,10003842119.Gm9110,Gm9110
4978,10003843600.Gm15246,Gm15246
4979,10002678357.Gsta3,Gsta3
4980,10003838881.Zxdc,Zxdc
4981,10004034025.Vdr,Vdr
4982,10002904456.Tmprss11g,Tmprss11g
4983,501607.Hnf4g,Hnf4g
4984,10004034408.Ciao3,Ciao3
4985,497677.Plod2,Plod2
4986,10003844248.Ppp2r5c,Ppp2r5c
4987,10003843023.Myo10,Myo10
4988,10002919244.Ephx4,Ephx4
4989,10002906232.Aplp1,Aplp1
4990,10002940508.Gm22074,Gm22074
4991,506408.Bmp15,Bmp15
4992,10003844400.Blk,Blk
4993,504283.Rlim,Rlim
4994,10002918394.Slc26a8,Slc26a8
4995,10004034868.Abca12,Abca12
4996,10003845997.Vmn2r56,Vmn2r56
4997,10003842008.Gm17018,Gm17018
4998,10002678429.Rapgef6,Rapgef6
4999,10002951513.Ston1,Ston1
5000,497719.Vmn1r2,Vmn1r2
5001,10002930666.Gm43782,Gm43782
5002,10003844077.E430024P14Rik,E430024P14Rik
5003,10002906081.Plin1,Plin1
5004,10004035632.Bcl9,Bcl9
5005,515524.9030025P20Rik,9030025P20Rik
5006,1488823.Cryba1,Cryba1
5007,501133.Eif2b4,Eif2b4
5008,509299.Cstf2t,Cstf2t
5009,10002938068.Fam47e,Fam47e
5010,10003843259.Gm26673,Gm26673
5011,10002918761.Gm11517,Gm11517
5012,511843.Pde9a,Pde9a
5013,10002949561.Syt6,Syt6
5014,513551.Crygd,Crygd
5015,10003114030.Gm9118,Gm9118
5016,504312.Rbm6,Rbm6
5017,507117.Slc22a16,Slc22a16
5018,516031.Gal3st1,Gal3st1
5019,10004038265.Pskh1,Pskh1
5020,503224.Zswim6,Zswim6
5021,10004037680.Olfr340,Olfr340
5022,10002899812.Osbp,Osbp
5023,501132.N4bp1,N4bp1
5024,511727.Bscl2,Bscl2
5025,503241.Taf1a,Taf1a
5026,10003844207.Robo1,Robo1
5027,10002909434.Abi3bp,Abi3bp
5028,10004035674.Ypel1,Ypel1
5029,1487568.Zscan2,Zscan2
5030,10002899944.Gm48455,Gm48455
5031,506087.1700122H20Rik,1700122H20Rik
5032,511534.Smpd1,Smpd1
5033,10003842706.Rpl10-ps4,Rpl10-ps4
5034,498255.Stpg1,Stpg1
5035,502088.Ddx21,Ddx21
5036,517804.Smc2,Smc2
5037,10002919602.Zscan10,Zscan10
5038,513246.Aicda,Aicda
5039,1483508.Zfp78,Zfp78
5040,512425.Il7,Il7
5041,505655.Cep57,Cep57
5042,10002932404.Gm46576,Gm46576
5043,10002929516.Cfap77,Cfap77
5044,10002927701.Guca2b,Guca2b
5045,10002902433.Gm45277,Gm45277
5046,10002938216.Cwc15,Cwc15
5047,10002914218.Olfr851,Olfr851
5048,10002910803.Cep95,Cep95
5049,10003841861.Gm19705,Gm19705
5050,10003845741.Gm31300,Gm31300
5051,10004033440.Nfe2,Nfe2
5052,10002908057.Olfr1195,Olfr1195
5053,10004034593.Nrxn3,Nrxn3
5054,10003844995.Tbc1d1,Tbc1d1
5055,10004034073.Trappc5,Trappc5
5056,10002950494.Apln,Apln
5057,10002948814.Tmem79,Tmem79
5058,500447.Ifih1,Ifih1
5059,10002914515.Muc1,Muc1
5060,1489230.Ulk2,Ulk2
5061,510592.Ccnt1,Ccnt1
5062,10002898722.Hrh2,Hrh2
5063,504401.Llgl1,Llgl1
5064,10004036348.Olfr875,Olfr875
5065,518179.Smc1a,Smc1a
5066,10004036359.Fhl3,Fhl3
5067,502191.Enam,Enam
5068,10004037016.Gin1,Gin1
5069,504875.Hoxd1,Hoxd1
5070,10003839171.Atp8a1,Atp8a1
5071,1477947.Hacd4,Hacd4
5072,10002918808.Defb35,Defb35
5073,512130.Gpaa1,Gpaa1
5074,10002934047.Gm2987,Gm2987
5075,10002908395.Nol7,Nol7
5076,10002948417.Naaladl2,Naaladl2
5077,10004036299.Otoa,Otoa
5078,511773.Dnajc5,Dnajc5
5079,10004035226.Casq2,Casq2
5080,10002951688.Plcd3,Plcd3
5081,10003839954.Inpp4a,Inpp4a
5082,504181.Shld1,Shld1
5083,10003837160.Gm14816,Gm14816
5084,10002932267.Gm21834,Gm21834
5085,10004034992.Dnajc11,Dnajc11
5086,511134.Pola1,Pola1
5087,10004035274.AA388235,AA388235
5088,10002913280.Pianp,Pianp
5089,10002916451.Apool,Apool
5090,10002900534.Kazald1,Kazald1
5091,10004037174.Taar6,Taar6
5092,10002938521.Ighv5-9-1,Ighv5-9-1
5093,517312.Rasd1,Rasd1
5094,10003842481.Zfp804b,Zfp804b
5095,10004037209.Lexm,Lexm
5096,10002902706.Gbp7,Gbp7
5097,502986.Cdh1,Cdh1
5098,10003835943.Rpl21-ps3,Rpl21-ps3
5099,10002913223.Zranb3,Zranb3
5100,501278.Gpatch1,Gpatch1
5101,10002913522.Ccdc151,Ccdc151
5102,10003843457.Pcdhb22,Pcdhb22
5103,510826.Borcs7,Borcs7
5104,10002905029.Olfr670,Olfr670
5105,10002910901.Gm13981,Gm13981
5106,507139.Sp4,Sp4
5107,516586.Nectin2,Nectin2
5108,10004033459.Olfr695,Olfr695
5109,10002939464.Amy2b,Amy2b
5110,506816.Grk5,Grk5
5111,10004037177.Rfc2,Rfc2
5112,10003844726.Chst11,Chst11
5113,10004034663.Olfr286,Olfr286
5114,10002900361.Gm44473,Gm44473
5115,10004034935.B230206H07Rik,B230206H07Rik
5116,10002919497.Gm49086,Gm49086
5117,10002678088.BC002059,BC002059
5118,10003845550.Gulp1,Gulp1
5119,10002917800.Psme4,Psme4
5120,10002678073.Pcdhb17,Pcdhb17
5121,10003840614.Gm15489,Gm15489
5122,501924.Lcn4,Lcn4
5123,10002918147.Dnah1,Dnah1
5124,10003115016.Scrn1,Scrn1
5125,10004033617.Rapgef4,Rapgef4
5126,10002902169.Dazap2,Dazap2
5127,10002900209.Abca17,Abca17
5128,511740.4632432E15Rik,4632432E15Rik
5129,10002934696.Hadhb-ps,Hadhb-ps
5130,10002911900.Gpr89,Gpr89
5131,500084.Fthl17a,Fthl17a
5132,10002908366.Gm13313,Gm13313
5133,10003837979.Zfp646,Zfp646
5134,10004037968.Fgfr2,Fgfr2
5135,10004035378.Defa3,Defa3
5136,10002913918.Apbb1,Apbb1
5137,10002924398.Gm32591,Gm32591
5138,10004033974.Ly6g6d,Ly6g6d
5139,10002907910.Sfxn2,Sfxn2
5140,10003837564.Scaf4,Scaf4
5141,508558.Gm49792,Gm49792
5142,515135.Mark2,Mark2
5143,505879.Tmem81,Tmem81
5144,508142.Galnt2l,Galnt2l
5145,10003844600.Gm5066,Gm5066
5146,10002946673.Gm37846,Gm37846
5147,10003843782.Gm10165,Gm10165
5148,10003843213.Cep85l,Cep85l
5149,10004036483.Olfr635,Olfr635
5150,10003844989.Kcnd2,Kcnd2
5151,505434.Rela,Rela
5152,10002678568.Adipoq,Adipoq
5153,506522.Mien1,Mien1
5154,10002942538.C7,C7
5155,514533.Paxip1,Paxip1
5156,10004037308.Ap3b2,Ap3b2
5157,516618.Kat2b-ps,Kat2b-ps
5158,10003843519.Rack1,Rack1
5159,10003842244.Gm12279,Gm12279
5160,502897.Nsd3,Nsd3
5161,10002925377.Gm43164,Gm43164
5162,507142.Kcmf1,Kcmf1
5163,10004037974.Gm13340,Gm13340
5164,513274.Sp3os,Sp3os
5165,10004038406.Olfr849,Olfr849
5166,10004033266.Ptchd4,Ptchd4
5167,499173.Zcchc9,Zcchc9
5168,10002901998.Banf1,Banf1
5169,10002905451.Gm7266,Gm7266
5170,10003843241.Nkx3-2,Nkx3-2
5171,10003842082.C1ql4,C1ql4
5172,10003843365.Mecom,Mecom
5173,10002945209.Tcf24,Tcf24
5174,517663.Amer2,Amer2
5175,10002929173.Snrk,Snrk
5176,591540.Ramp1,Ramp1
5177,514006.Lor,Lor
5178,10002940969.Gm13254,Gm13254
5179,514012.Clec12b,Clec12b
5180,10002906811.Cyp2d41-ps,Cyp2d41-ps
5181,10002897857.Epp13,Epp13
5182,10004035991.Olfr75-ps1,Olfr75-ps1
5183,10003115933.Gm16148,Gm16148
5184,500827.Tef,Tef
5185,500207.Foxp1,Foxp1
5186,10004034621.E130018O15Rik,E130018O15Rik
5187,10002897187.Tcaf2,Tcaf2
5188,10002929980.Epcam,Epcam
5189,10002919007.Pbx1,Pbx1
5190,10002921492.Gm36231,Gm36231
5191,515050.Rbmxl2,Rbmxl2
5192,1364817.Gm8326,Gm8326
5193,501143.Vti1a,Vti1a
5194,10002918555.Ric3,Ric3
5195,500952.Pccb,Pccb
5196,518829.Tmem181a,Tmem181a
5197,10003843758.Gm49327,Gm49327
5198,1487563.Cmc4,Cmc4
5199,506225.Gcdh,Gcdh
5200,10003836911.Rnf207,Rnf207
5201,10004034830.Camkmt,Camkmt
5202,10002933682.Gm36670,Gm36670
5203,503052.Sec11c,Sec11c
5204,519345.Gm24945,Gm24945
5205,10004038434.Hsf2bp,Hsf2bp
5206,513015.Cntnap1,Cntnap1
5207,10003841950.Tcf7l2,Tcf7l2
5208,504292.Cngb3,Cngb3
5209,512919.Thoc2l,Thoc2l
5210,10002930660.4930595O18Rik,4930595O18Rik
5211,10002918612.Gm7341,Gm7341
5212,10003836846.Prdx6-ps2,Prdx6-ps2
5213,10002903427.Slc22a20,Slc22a20
5214,10002912826.Fam81b,Fam81b
5215,10003114162.Ly6h,Ly6h
5216,10003837025.Gm26138,Gm26138
5217,10002936938.Abca5,Abca5
5218,10004036829.Tm2d3,Tm2d3
5219,10003839929.4930480E11Rik,4930480E11Rik
5220,506342.Gm27878,Gm27878
5221,10002946342.Frmpd2,Frmpd2
5222,10004035319.Chmp7,Chmp7
5223,10003835919.Gm5766,Gm5766
5224,10004034051.Nlgn3,Nlgn3
5225,499876.Plaat5,Plaat5
5226,10002920618.Zfp938,Zfp938
5227,10002912954.Dok7,Dok7
5228,10002903935.Taok3,Taok3
5229,10003839535.Commd2,Commd2
5230,512589.Camta1,Camta1
5231,10002914046.Cadm4,Cadm4
5232,10003840343.Bvht,Bvht
5233,10002897125.Fam78a,Fam78a
5234,10003840309.Ascl5,Ascl5
5235,1377089.H2-D1,H2-D1
5236,10002901080.Fubp3,Fubp3
5237,497888.Sema3a,Sema3a
5238,10002928923.Gm13174,Gm13174
5239,10004036966.Olfr457,Olfr457
5240,10004033116.Olfr867,Olfr867
5241,10003841907.Gm17946,Gm17946
5242,10004038117.1600010M07Rik,1600010M07Rik
5243,515704.Knl1,Knl1
5244,10003842191.Gm49006,Gm49006
5245,511132.Rai14,Rai14
5246,519003.St6galnac3,St6galnac3
5247,10002929605.Olfr750,Olfr750
5248,10003843931.Hspa9,Hspa9
5249,514992.Asb1,Asb1
5250,518940.Sult1b1,Sult1b1
5251,503662.Mrpl4,Mrpl4
5252,10004035630.6330576A10Rik,6330576A10Rik
5253,10004035575.Dab2,Dab2
5254,10002931829.Gm5752,Gm5752
5255,10003843509.Gm11766,Gm11766
5256,10002943735.Cnnm4,Cnnm4
5257,10002910863.Tex2,Tex2
5258,512116.4933425B07Rik,4933425B07Rik
5259,498059.Vars2,Vars2
5260,10004036649.Wdr82,Wdr82
5261,10002910718.Gm14115,Gm14115
5262,10002926337.0710001A04Rik,0710001A04Rik
5263,10003838627.Mir100hg,Mir100hg
5264,10003843910.Gm16066,Gm16066
5265,515816.1700001J03Rik,1700001J03Rik
5266,512402.Fam117b,Fam117b
5267,10002897412.Ppp4r3a,Ppp4r3a
5268,515640.Tsacc,Tsacc
5269,510142.Hsd17b2,Hsd17b2
5270,10003835892.Gm4824,Gm4824
5271,503330.Cbx2,Cbx2
5272,515105.Ankfy1,Ankfy1
5273,513409.Pcdh9,Pcdh9
5274,10004038254.Chd7,Chd7
5275,10002933572.Gm14111,Gm14111
5276,511131.Gkap1,Gkap1
5277,507342.Gm44634,Gm44634
5278,10002905350.Ano8,Ano8
5279,10002913367.Dcaf6,Dcaf6
5280,518317.Pih1d2,Pih1d2
5281,1478759.4930523C07Rik,4930523C07Rik
5282,10004033356.Olfr1021-ps1,Olfr1021-ps1
5283,10003844037.Txnl1,Txnl1
5284,10002914206.Akr1e1,Akr1e1
5285,10002910154.Bend4,Bend4
5286,10003844205.Parl,Parl
5287,10002935241.Sv2c,Sv2c
5288,518237.Igbp1,Igbp1
5289,511799.Scube1,Scube1
5290,499793.Slc29a3,Slc29a3
5291,10004036257.Mpnd,Mpnd
5292,10003842079.Fer,Fer
5293,10003836480.Gm8960,Gm8960
5294,10002896942.Nuak2,Nuak2
5295,10004035478.Bbs4,Bbs4
5296,10002926607.Gm4859,Gm4859
5297,10002938234.Gm4890,Gm4890
5298,10003839863.Dennd5b,Dennd5b
5299,10003837842.Nudt7,Nudt7
5300,10003845714.Gm17802,Gm17802
5301,505980.Lurap1l,Lurap1l
5302,10002929659.Gm32111,Gm32111
5303,517271.2810404F17Rik,2810404F17Rik
5304,10002902366.Wnk1,Wnk1
5305,10004034089.Olfr1205,Olfr1205
5306,10004034877.H2-Ab1,H2-Ab1
5307,505418.Slc39a9,Slc39a9
5308,10004034004.Olfr1368,Olfr1368
5309,10003839648.Mir99ahg,Mir99ahg
5310,10002906885.Rnmt,Rnmt
5311,10002902813.Slc46a3,Slc46a3
5312,501846.Lats2,Lats2
5313,512786.4930549G23Rik,4930549G23Rik
5314,10004038003.Gm19216,Gm19216
5315,506452.Igfbp1,Igfbp1
5316,499640.4930526F13Rik,4930526F13Rik
5317,10002917851.Olfr507,Olfr507
5318,10003843613.Gm20696,Gm20696
5319,10004033579.Vmn2r83,Vmn2r83
5320,10003836608.Gm4974,Gm4974
5321,10002900549.Tmem39b,Tmem39b
5322,10004035262.Mapk3,Mapk3
5323,1373405.Gm15922,Gm15922
5324,10003837709.F730035M05Rik,F730035M05Rik
5325,10002896711.Olfr1555-ps1,Olfr1555-ps1
5326,500421.Trim28,Trim28
5327,10002931705.Zpbp,Zpbp
5328,10004037212.Scnm1,Scnm1
5329,513345.Gphn,Gphn
5330,10002918877.Rnf14,Rnf14
5331,504544.Hs6st3,Hs6st3
5332,10002907987.Ano8,Ano8
5333,10002918408.Xpot,Xpot
5334,10003839305.Katnbl1,Katnbl1
5335,10003841872.Nckap5,Nckap5
5336,10002922181.Gm36986,Gm36986
5337,504070.Golgb1,Golgb1
5338,10003839818.E130317F20Rik,E130317F20Rik
5339,519095.Iapp,Iapp
5340,10004037350.Pip4k2c,Pip4k2c
5341,10002940137.Gm37416,Gm37416
5342,510461.Mest,Mest
5343,10002931392.Rngtt,Rngtt
5344,519275.Acat1,Acat1
5345,515538.Tlk2,Tlk2
5346,10004034626.Olfr1249,Olfr1249
5347,10003838693.Ppp4r3c-ps,Ppp4r3c-ps
5348,498204.1700041I07Rik,1700041I07Rik
5349,10002940080.Gm8881,Gm8881
5350,506676.Gm28047,Gm28047
5351,514247.Rbfox2,Rbfox2
5352,10002898830.Rcc1l,Rcc1l
5353,10004033831.Obp2b,Obp2b
5354,10002915007.Zfp7,Zfp7
5355,10003840726.Serpine3,Serpine3
5356,10003844184.Zfat,Zfat
5357,501741.Zfp292,Zfp292
5358,509030.Taco1os,Taco1os
5359,10002941730.Foxr2,Foxr2
5360,10002906054.Ranbp2,Ranbp2
5361,10004036752.Gm18775,Gm18775
5362,10002898338.Pgap1,Pgap1
5363,10002906013.Ces2c,Ces2c
5364,10002897719.Slc16a14,Slc16a14
5365,512279.Myof,Myof
5366,501762.Trpv3,Trpv3
5367,10002923993.Syt13,Syt13
5368,10003844550.Kansl1,Kansl1
5369,10004038449.Svip,Svip
5370,10004037187.Gp6,Gp6
5371,10004033717.Npn2,Npn2
5372,10002917126.Poli,Poli
5373,10003842423.Adgrg6,Adgrg6
5374,10004033284.B930018H19Rik,B930018H19Rik
5375,10002920450.Lamp5,Lamp5
5376,10002899589.Olfr160,Olfr160
5377,10004033434.Vmn1r32,Vmn1r32
5378,507007.1700034E13Rik,1700034E13Rik
5379,512656.Gm3318,Gm3318
5380,10002912194.Zfp574,Zfp574
5381,10002914277.Hoxc10,Hoxc10
5382,10002919401.Ndufb4,Ndufb4
5383,509483.Atp6ap2,Atp6ap2
5384,515472.Stat2,Stat2
5385,10004037117.Prkcb,Prkcb
5386,512479.Slc33a1,Slc33a1
5387,10004033115.Trpv1,Trpv1
5388,10004033176.Slc36a2,Slc36a2
5389,10002947525.Prima1,Prima1
5390,10004038250.Adamts13,Adamts13
5391,511098.4930505G20Rik,4930505G20Rik
5392,10002897631.Olfr1428,Olfr1428
5393,10004033765.Exoc4,Exoc4
5394,499325.Psmc4,Psmc4
5395,10004037374.Olfr967,Olfr967
5396,515379.Mknk1,Mknk1
5397,507200.4930443O20Rik,4930443O20Rik
5398,518406.Smad9,Smad9
5399,10004036817.1700030N03Rik,1700030N03Rik
5400,517031.Gm31371,Gm31371
5401,10003836305.AA543401,AA543401
5402,10002678846.Kcnn3,Kcnn3
5403,10002937978.Gm28402,Gm28402
5404,513859.Cd160,Cd160
5405,519310.Ift46,Ift46
5406,515457.Mex3a,Mex3a
5407,10003840327.Grid2,Grid2
5408,10002928247.Kcnrg,Kcnrg
5409,10002899860.5031439G07Rik,5031439G07Rik
5410,10002916660.Cbx7,Cbx7
5411,10003838163.4930412C18Rik,4930412C18Rik
5412,508124.Hs3st4,Hs3st4
5413,515373.Pih1d3,Pih1d3
5414,10003837049.Gm4991,Gm4991
5415,10003844381.Gprin2,Gprin2
5416,10003836023.Peli2,Peli2
5417,10002914624.Exo5,Exo5
5418,10002910898.Lrrc45,Lrrc45
5419,10002934300.Mir205hg,Mir205hg
5420,498198.1700110I07Rik,1700110I07Rik
5421,10002916757.Stard9,Stard9
5422,512044.Zswim2,Zswim2
5423,514372.Prr32,Prr32
5424,10003837427.Rpl23a-ps1,Rpl23a-ps1
5425,499577.4930543I11Rik,4930543I11Rik
5426,1374164.Gm5435,Gm5435
5427,10004035474.Olfr340,Olfr340
5428,10002899200.Olfr272,Olfr272
5429,10002896856.Gm527,Gm527
5430,10002898008.Lcor,Lcor
5431,10002925034.Gm14067,Gm14067
5432,10003836334.Gm6091,Gm6091
5433,519026.Atf6b,Atf6b
5434,10003118086.Kcnh7,Kcnh7
5435,10004034035.Slc8a1,Slc8a1
5436,507191.Dach2,Dach2
5437,1480173.Timp1,Timp1
5438,10002907517.Gm7839,Gm7839
5439,10002908619.Camk1,Camk1
5440,504626.Dck,Dck
5441,506998.1700092M07Rik,1700092M07Rik
5442,517313.Dclk1,Dclk1
5443,10003835728.Gm6030,Gm6030
5444,1480823.Chrm4,Chrm4
5445,10003845002.AI506816,AI506816
5446,10002908146.Pcsk6,Pcsk6
5447,10002911677.Acot13,Acot13
5448,514365.Gm47744,Gm47744
5449,510488.Acvrl1,Acvrl1
5450,10004037615.Nf1,Nf1
5451,10002912556.Smdt1,Smdt1
5452,10002172695.Cyp3a44,Cyp3a44
5453,10002915164.Ruvbl2,Ruvbl2
5454,10003842836.Fnbp4,Fnbp4
5455,10002898977.Mapk10,Mapk10
5456,10003845169.Cdc42,Cdc42
5457,10003838587.Gm7097,Gm7097
5458,10002951659.Gm32569,Gm32569
5459,10003839034.Pafah1b2,Pafah1b2
5460,516130.Bad,Bad
5461,505657.Cep350,Cep350
5462,10002909524.Flrt1,Flrt1
5463,10002912000.Il12a,Il12a
5464,10004034936.Olfr1032,Olfr1032
5465,10002938984.Gm12003,Gm12003
5466,498702.1700104L18Rik,1700104L18Rik
5467,516956.Lrrn4cl,Lrrn4cl
5468,10003843309.Dab1,Dab1
5469,10003837961.Gm38405,Gm38405
5470,518627.4930544I03Rik,4930544I03Rik
5471,10002921283.Gm13754,Gm13754
5472,508242.Dok3,Dok3
5473,516229.Ndufc2,Ndufc2
5474,10003841836.E330040D14Rik,E330040D14Rik
5475,10003839975.D030040B21Rik,D030040B21Rik
5476,508073.Nap1l4,Nap1l4
5477,10002903346.Trh,Trh
5478,10002922382.Gm32175,Gm32175
5479,509450.Lrba,Lrba
5480,506464.Mapkap1,Mapkap1
5481,501207.Cdc40,Cdc40
5482,501205.Xlr,Xlr
5483,512890.Ufsp1,Ufsp1
5484,10003842670.Gm12526,Gm12526
5485,10002910507.Tmx2,Tmx2
5486,511493.Syt1,Syt1
5487,10002937182.Gm22986,Gm22986
5488,10002943990.Gm17882,Gm17882
5489,10002931692.Gm5084,Gm5084
5490,10004035114.Dsg3,Dsg3
5491,10003844979.Wnt16,Wnt16
5492,507839.Tns1,Tns1
5493,506927.Cldnd2,Cldnd2
5494,10004033023.Gm48678,Gm48678
5495,501248.Pofut2,Pofut2
5496,10002903155.Rbm41,Rbm41
5497,10002902877.Mia3,Mia3
5498,10002926537.2810049E08Rik,2810049E08Rik
5499,513746.Gm5526,Gm5526
5500,498413.Rpl11,Rpl11
5501,511295.Luc7l2,Luc7l2
5502,10003113622.Dclk2,Dclk2
5503,10002931983.Champ1,Champ1
5504,1475268.Igll1,Igll1
5505,10002902490.Npy2r,Npy2r
5506,506811.9430083B18Rik,9430083B18Rik
5507,10002916978.Gtf2h5,Gtf2h5
5508,512509.Tacc2,Tacc2
5509,497883.Psat1,Psat1
5510,506937.Fam110b,Fam110b
5511,10003843458.Commd10,Commd10
5512,10002915244.Ddx19a,Ddx19a
5513,10002908848.Sgf29,Sgf29
5514,514675.Tbcel,Tbcel
5515,515936.Atp8a2,Atp8a2
5516,514342.Kcnq5,Kcnq5
5517,516063.Snrpe,Snrpe
5518,516959.Calr,Calr
5519,10003839632.Chadl,Chadl
5520,507604.Htr5a,Htr5a
5521,10003842088.Gm49523,Gm49523
5522,509893.Spinkl,Spinkl
5523,10003837009.Gm26131,Gm26131
5524,507697.Gm11679,Gm11679
5525,10002896853.Ppbp,Ppbp
5526,10004038411.Olfr892-ps1,Olfr892-ps1
5527,10004036859.Cluap1,Cluap1
5528,10003835732.Slc51a,Slc51a
5529,10004033048.Prmt7,Prmt7
5530,10002900713.Sart3,Sart3
5531,519739.Rce1,Rce1
5532,514229.Gk,Gk
5533,10002897575.Ssu2,Ssu2
5534,10002909359.Elof1,Elof1
5535,10002951997.Magee2,Magee2
5536,10004036866.Krt39,Krt39
5537,10002940334.Gm14218,Gm14218
5538,10002912747.Depdc1b,Depdc1b
5539,10002946116.Slc34a2,Slc34a2
5540,10003839869.9330158H04Rik,9330158H04Rik
5541,10004037846.Maf1,Maf1
5542,511886.Mtmr1,Mtmr1
5543,10004035802.Cd44,Cd44
5544,10002910356.Abcc2,Abcc2
5545,505173.Secisbp2l,Secisbp2l
5546,10003839215.Snx16,Snx16
5547,499510.Sybu,Sybu
5548,504768.Muc5ac,Muc5ac
